,Date,Team,name,Notes,year_start,year_end,position,height,weight,birth_date,college,Strains/Sprains,Dislocations,Arm Fractures,Leg Fractures,Injury Type,Estimated Medical Costs (2012)
4932,2016-03-25,Spurs,Patty Mills,rest (DTD),2010,2018,G,Jun-00,185,1988-08-11,Saint Mary's College of California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4933,2016-03-25,Suns,Brandon Knight,upset stomach (DTD),2012,2017,G,3-Jun,189,1991-12-02,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4934,2016-03-25,Warriors,Kevon Looney,right hip injury (out for season),2016,2018,F-C,9-Jun,220,1996-02-06,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
4935,2016-03-26,Spurs,LaMarcus Aldridge,rest (DTD),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4936,2016-03-26,Suns,Jon Leuer,upset stomach (DTD),2012,2018,F,10-Jun,228,1989-05-14,University of Wisconsin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4937,2016-03-27,76ers,Richaun Holmes,strained right Achilles tendon (out for season),2016,2018,F-C,10-Jun,245,1993-10-15,Bowling Green State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4938,2016-03-27,Wizards,Alan Anderson,sore groin (DTD) (Y),2006,2017,G-F,6-Jun,220,1982-10-16,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4939,2016-03-27,Wizards,Markieff Morris,strained right calf (DTD),2012,2018,F,10-Jun,245,1989-09-02,University of Kansas,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4940,2016-03-28,76ers,Jerami Grant,sore knee (DTD),2015,2018,F,8-Jun,210,1994-03-12,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4941,2016-03-28,Kings,DeMarcus Cousins,rest (DTD),2011,2018,C-F,11-Jun,270,1990-08-13,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4942,2016-03-28,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4943,2016-03-28,Kings,Rudy Gay,rest (DTD),2007,2018,F,8-Jun,230,1986-08-17,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4944,2016-03-28,Spurs,David West,rest (DTD),2004,2018,F,9-Jun,250,1980-08-29,Xavier University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4945,2016-03-29,76ers,Jerami Grant,bruised right knee (DTD),2015,2018,F,8-Jun,210,1994-03-12,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4946,2016-03-29,Clippers,Paul Pierce,sprained right ankle (DTD),1999,2017,F-G,7-Jun,235,1977-10-13,University of Kansas,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4947,2016-03-29,Hornets,Jeremy Lin,sore lower back (DTD),2011,2018,G,3-Jun,200,1988-08-23,Harvard University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4948,2016-03-29,Pelicans,Alonzo Gee,torn right quadricep (out for season),2010,2017,G,6-Jun,225,1987-05-29,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4949,2016-03-29,Pelicans,Jrue Holiday,fractured right interior orbital wall (out for season),2010,2018,G,4-Jun,205,1990-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
4950,2016-03-29,Thunder,Kevin Durant,rest (DTD),2008,2018,F-G,9-Jun,240,1988-09-29,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4951,2016-03-29,Warriors,Brandon Rush,bruised right knee (DTD),2009,2017,G-F,6-Jun,220,1985-07-07,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4952,2016-03-31,Bulls,Taj Gibson,bruised (P Y) / fractured (CBC) ribs (out for season),2010,2018,F,9-Jun,225,1985-06-24,University of Southern California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4953,2016-03-31,Clippers,Chris Paul,rest (DTD),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4954,2016-03-31,Clippers,DeAndre Jordan,rest (DTD),2009,2018,C,11-Jun,265,1988-07-21,Texas A&M University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4955,2016-03-31,Clippers,J.J. Redick,rest (DTD),2007,2018,G,4-Jun,190,1984-06-24,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4956,2016-03-31,Nets,Brook Lopez,rest (DTD),2009,2018,C,Jul-00,275,1988-04-01,Stanford University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4957,2016-04-01,Bucks,Jerryd Bayless,hyperextended right knee (out for season),2009,2018,G,3-Jun,200,1988-08-20,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4958,2016-04-01,Celtics,Jae Crowder,rest (DTD),2013,2018,F,6-Jun,235,1990-07-06,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4959,2016-04-01,Heat,Dwyane Wade,sore neck (DTD),2004,2018,G,4-Jun,220,1982-01-17,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4960,2016-04-01,Jazz,Derrick Favors,sore right knee (DTD),2011,2018,F-C,10-Jun,265,1991-07-15,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4961,2016-04-01,Mavericks,Raymond Felton,strained right groin (DTD),2006,2018,G,1-Jun,205,1984-06-26,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4962,2016-04-01,Suns,Brandon Knight,sports hernia (out for season),2012,2017,G,3-Jun,189,1991-12-02,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4963,2016-04-01,Suns,Jon Leuer,sprained right ankle (DTD),2012,2018,F,10-Jun,228,1989-05-14,University of Wisconsin,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4964,2016-04-02,76ers,Hollis Thompson,upper respiratory infection (DTD),2014,2017,G-F,8-Jun,206,1991-04-03,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4965,2016-04-02,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4966,2016-04-02,Nuggets,Darrell Arthur,sore knee (out for season),2009,2018,F,9-Jun,235,1988-03-25,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4967,2016-04-02,Kings,DeMarcus Cousins,rest (DTD),2011,2018,C-F,11-Jun,270,1990-08-13,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4968,2016-04-03,Bucks,Khris Middleton,strained left thigh (DTD),2013,2018,F-G,8-Jun,234,1991-08-12,Texas A&M University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4969,2016-04-03,Celtics,Jordan Mickey,illness (DTD),2016,2018,F,8-Jun,235,1994-07-09,Louisiana State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4970,2016-04-03,Knicks,Carmelo Anthony,rest (DTD),2004,2018,F,8-Jun,240,1984-05-29,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4971,2016-04-03,Nets,Donald Sloan,upper respiratory infection (DTD),2012,2016,G,3-Jun,205,1988-01-15,Texas A&M University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4972,2016-04-03,Warriors,Andrew Bogut,rib injury (DTD),2006,2018,C,Jul-00,260,1984-11-28,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4973,2016-04-03,Grizzlies,P.J. Hairston,strained left groin (DTD),2015,2016,G-F,6-Jun,230,1992-12-24,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4974,2016-04-05,Celtics,Evan Turner,eye injury (DTD),2011,2018,G,7-Jun,220,1988-10-27,Ohio State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4975,2016-04-05,Kings,Darren Collison,rest (DTD),2010,2018,G,Jun-00,175,1987-08-23,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
4976,2016-04-05,Kings,Kosta Koufos,rest (DTD),2009,2018,C,Jul-00,265,1989-02-24,Ohio State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4977,2016-04-05,Kings,Rudy Gay,rest (DTD),2007,2018,F,8-Jun,230,1986-08-17,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4978,2016-04-05,Suns,Jon Leuer,sprained right ankle (DTD),2012,2018,F,10-Jun,228,1989-05-14,University of Wisconsin,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4979,2016-04-06,Clippers,Jamal Crawford,rest (DTD),2001,2018,G,5-Jun,200,1980-03-20,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4980,2016-04-06,Thunder,Kevin Durant,rest (DTD),2008,2018,F-G,9-Jun,240,1988-09-29,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4981,2016-04-06,Thunder,Nazr Mohammed,rest (DTD),1999,2016,C,10-Jun,221,1977-09-05,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4982,2016-04-06,Thunder,Russell Westbrook,rest (DTD),2009,2018,G,3-Jun,200,1988-11-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
4983,2016-04-06,Clippers,Wesley Johnson,foot injury (DTD),2011,2018,F-G,7-Jun,215,1987-07-11,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4984,2016-04-07,Hawks,Kent Bazemore,right knee injury (DTD),2013,2018,G-F,5-Jun,201,1989-07-01,Old Dominion University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4985,2016-04-07,Kings,DeMarcus Cousins,rest (DTD),2011,2018,C-F,11-Jun,270,1990-08-13,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4986,2016-04-07,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4987,2016-04-07,Magic,Aaron Gordon,concussion (DTD),2015,2018,F,9-Jun,220,1995-09-16,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4988,2016-04-08,76ers,Carl Landry,sore/strained lower back (out for season),2008,2016,F,9-Jun,248,1983-09-19,Purdue University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
4989,2016-04-08,76ers,Isaiah Canaan,torn labrum in left shoulder (out for season),2014,2018,G,Jun-00,201,1991-05-21,Murray State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4990,2016-04-08,Cavaliers,Mo Williams,left knee injury (DTD),2004,2016,G,1-Jun,198,1982-12-19,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4991,2016-04-08,Clippers,Blake Griffin,rest (DTD),2011,2018,F,10-Jun,251,1989-03-16,University of Oklahoma,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4992,2016-04-08,Clippers,Chris Paul,rest (DTD),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4993,2016-04-08,Clippers,DeAndre Jordan,rest (DTD),2009,2018,C,11-Jun,265,1988-07-21,Texas A&M University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4994,2016-04-08,Clippers,J.J. Redick,rest (DTD),2007,2018,G,4-Jun,190,1984-06-24,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4995,2016-04-08,Grizzlies,Jordan Adams,surgery on right knee (out indefinitely),2015,2016,G,5-Jun,209,1994-07-08,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
4996,2016-04-08,Nuggets,Kenneth Faried,rest (DTD),2012,2018,F,8-Jun,228,1989-11-19,Morehead State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4997,2016-04-08,Raptors,Kyle Lowry,rest (DTD),2007,2018,G,Jun-00,205,1986-03-25,Villanova University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4998,2016-04-08,Spurs,Danny Green,rest (DTD),2010,2018,G-F,6-Jun,215,1987-06-22,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
4999,2016-04-08,Spurs,Kawhi Leonard,rest (DTD),2012,2018,F,7-Jun,230,1991-06-29,San Diego State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5000,2016-04-08,Spurs,LaMarcus Aldridge,rest (DTD),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5001,2016-04-08,Suns,Brandon Knight,surgery to repair sports hernia (out for season),2012,2017,G,3-Jun,189,1991-12-02,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5002,2016-04-09,Blazers,Meyers Leonard,surgery on left shoulder (out for season),2013,2018,C-F,1-Jul,245,1992-02-27,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5003,2016-04-09,Bulls,E'Twaun Moore,left hamstring injury (DTD),2012,2018,G,4-Jun,191,1989-02-28,Purdue University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5004,2016-04-09,Cavaliers,Iman Shumpert,sore left knee (DTD),2012,2018,G,5-Jun,220,1990-06-26,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5005,2016-04-09,Grizzlies,Tony Allen,sore left hamstring (DTD),2005,2018,G-F,4-Jun,213,1982-01-11,Oklahoma State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5006,2016-04-09,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5007,2016-04-09,Raptors,Delon Wright,left hip pointer (DTD),2016,2018,G,5-Jun,183,1992-04-26,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5008,2016-04-09,Suns,Brandon Knight,recovering from surgery to repair sports hernia (out for season),2012,2017,G,3-Jun,189,1991-12-02,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5009,2016-04-10,Jazz,Derrick Favors,right knee injury (DTD),2011,2018,F-C,10-Jun,265,1991-07-15,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5010,2016-04-10,Magic,Victor Oladipo,concussion (DTD),2014,2018,G,4-Jun,210,1992-05-04,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5011,2016-04-10,Mavericks,J.J. Barea,strained right groin (DTD),2007,2018,G,Jun-00,185,1984-06-26,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5012,2016-04-10,Raptors,James Johnson,rest (DTD),2010,2018,F,9-Jun,250,1987-02-20,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5013,2016-04-11,Bulls,Derrick Rose,rest (DTD),2009,2018,G,3-Jun,190,1988-10-04,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5014,2016-04-11,Bulls,E'Twaun Moore,left hamstring injury (out for season),2012,2018,G,4-Jun,191,1989-02-28,Purdue University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5015,2016-04-11,Cavaliers,Iman Shumpert,left knee injury (DTD),2012,2018,G,5-Jun,220,1990-06-26,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5016,2016-04-11,Kings,Darren Collison,rest (out for season),2010,2018,G,Jun-00,175,1987-08-23,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5017,2016-04-11,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5018,2016-04-11,Magic,Nikola Vucevic,right groin injury (DTD),2012,2018,C,Jul-00,260,1990-10-24,University of Southern California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5019,2016-04-11,Nets,Thomas Robinson,sore right knee (out for season),2013,2017,F,10-Jun,237,1991-03-17,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5020,2016-04-11,Pelicans,Jrue Holiday,surgery to repair fractured right interior orbital wall (out indefinitely),2010,2018,G,4-Jun,205,1990-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5021,2016-04-11,Pelicans,Jrue Holiday,recovering from surgery to repair fractured right interior orbital wall (out for season),2010,2018,G,4-Jun,205,1990-06-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5022,2016-04-11,Suns,Archie Goodwin,sprained left ankle (DTD),2014,2017,G,5-Jun,200,1994-08-17,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5023,2016-04-12,Heat,Justise Winslow,sprained left ankle (DTD),2016,2018,F,7-Jun,225,1996-03-26,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5024,2016-04-12,Thunder,Russell Westbrook,rest (DTD),2009,2018,G,3-Jun,200,1988-11-12,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5025,2016-04-13,76ers,Nik Stauskas,knee injury (out for season),2015,2018,G,6-Jun,205,1993-10-07,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5026,2016-04-13,Blazers,Chris Kaman,strained abdominal (DTD),2004,2016,C,Jul-00,265,1982-04-28,Central Michigan University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5027,2016-04-13,Bulls,Derrick Rose,rest (DTD),2009,2018,G,3-Jun,190,1988-10-04,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5028,2016-04-13,Cavaliers,Kevin Love,rest (DTD),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5029,2016-04-13,Cavaliers,Kyrie Irving,rest (DTD),2012,2018,G,3-Jun,193,1992-03-23,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5030,2016-04-13,Clippers,Blake Griffin,rest (DTD),2011,2018,F,10-Jun,251,1989-03-16,University of Oklahoma,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5031,2016-04-13,Clippers,Chris Paul,rest (DTD),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5032,2016-04-13,Clippers,DeAndre Jordan,rest (DTD),2009,2018,C,11-Jun,265,1988-07-21,Texas A&M University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5033,2016-04-13,Heat,Udonis Haslem,foot injury (DTD),2004,2018,F-C,8-Jun,235,1980-06-09,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5034,2016-04-13,Jazz,Alec Burks,sore right knee (out for season),2012,2018,G,6-Jun,214,1991-07-20,University of Colorado,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5035,2016-04-13,Jazz,Derrick Favors,sore right knee (out for season),2011,2018,F-C,10-Jun,265,1991-07-15,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5036,2016-04-13,Kings,Caron Butler,rest (DTD),2003,2016,F,7-Jun,228,1980-03-13,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5037,2016-04-13,Kings,Rajon Rondo,rest (DTD),2007,2018,G,1-Jun,186,1986-02-22,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5038,2016-04-13,Kings,Rudy Gay,rest (out for season),2007,2018,F,8-Jun,230,1986-08-17,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5039,2016-04-13,Mavericks,Devin Harris,sprained left thumb (out for season),2005,2018,G,3-Jun,192,1983-02-27,University of Wisconsin,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5040,2016-04-13,Mavericks,J.J. Barea,strained right groin (DTD),2007,2018,G,Jun-00,185,1984-06-26,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5041,2016-04-13,Pacers,George Hill,rest (DTD),2009,2018,G,3-Jun,188,1986-05-04,Indiana University-Purdue University Indianapolis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5042,2016-04-13,Pacers,Paul George,rest (DTD),2011,2018,F,9-Jun,220,1990-05-02,"California State University, Fresno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5043,2016-04-13,Pelicans,Luke Babbitt,illness (out for season),2011,2018,F,9-Jun,225,1989-06-20,"University of Nevada, Reno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5044,2016-04-13,Pistons,Andre Drummond,rest (DTD),2013,2018,C,11-Jun,279,1993-08-10,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5045,2016-04-13,Pistons,Kentavious Caldwell-Pope,rest (DTD),2014,2018,G,5-Jun,205,1993-02-18,University of Georgia,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5046,2016-04-13,Pistons,Marcus Morris,rest (out for season),2012,2018,F,9-Jun,235,1989-09-02,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5047,2016-04-13,Pistons,Tobias Harris,rest (DTD),2012,2018,F,9-Jun,235,1992-07-15,University of Tennessee,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5048,2016-04-13,Raptors,DeMar DeRozan,rest (DTD),2010,2018,G-F,7-Jun,221,1989-08-07,University of Southern California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5049,2016-04-13,Raptors,Kyle Lowry,rest (DTD),2007,2018,G,Jun-00,205,1986-03-25,Villanova University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5050,2016-04-13,Spurs,David West,rest (DTD),2004,2018,F,9-Jun,250,1980-08-29,Xavier University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5051,2016-04-13,Spurs,Kawhi Leonard,rest (DTD),2012,2018,F,7-Jun,230,1991-06-29,San Diego State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5052,2016-04-13,Spurs,LaMarcus Aldridge,rest (DTD),2007,2018,F-C,11-Jun,260,1985-07-19,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5053,2016-04-14,Mavericks,David Lee,plantar faciitis in right foot/heel (DTD),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5054,2016-04-14,Mavericks,David Lee,plantar faciitis in right foot/heel (DTD),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5055,2016-04-16,Raptors,DeMar DeRozan,returned to lineup,2010,2018,G-F,7-Jun,221,1989-08-07,University of Southern California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5056,2016-04-16,Warriors,Stephen Curry,sprained right ankle (DTD),2010,2018,G,3-Jun,190,1988-03-14,Davidson College,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5057,2016-04-18,Mavericks,J.J. Barea,strained right groin (DTD),2007,2018,G,Jun-00,185,1984-06-26,Northeastern University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5058,2016-04-18,Thunder,Cameron Payne,sore right hip (DTD) (Y),2016,2017,G,3-Jun,185,1994-08-08,Murray State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5059,2016-04-21,Mavericks,Deron Williams,sports hernia (DTD),2006,2017,G,3-Jun,200,1984-06-26,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5060,2016-04-22,Grizzlies,Jarell Martin,sore left foot (out for season),2016,2018,F,10-Jun,239,1994-05-24,Louisiana State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5061,2016-04-22,Spurs,Kevin Martin,illness (DTD),2005,2016,G,7-Jun,199,1983-02-01,Western Carolina University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5062,2016-04-24,Mavericks,Deron Williams,sports hernia (out for season),2006,2017,G,3-Jun,200,1984-06-26,University of Illinois at Urbana-Champaign,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5063,2016-04-25,Clippers,Chris Paul,fractured right hand (out for season),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5064,2016-04-25,Mavericks,David Lee,plantar fasciitis in right foot/heel (out for season),1968,1969,F,7-Jun,225,1942-03-31,University of San Francisco,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5065,2016-04-25,Mavericks,David Lee,plantar fasciitis in right foot/heel (out for season),2006,2017,F,9-Jun,245,1983-04-29,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5066,2016-04-25,Warriors,Stephen Curry,sprained MCL in right knee (DTD),2010,2018,G,3-Jun,190,1988-03-14,Davidson College,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5067,2016-04-26,Clippers,Blake Griffin,left quadriceps injury (out for season),2011,2018,F,10-Jun,251,1989-03-16,University of Oklahoma,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5068,2016-04-26,Clippers,Chris Paul,surgery on right hand to repair fracture (out for season),2006,2018,G,Jun-00,175,1985-05-06,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5069,2016-04-28,Hornets,Spencer Hawes,sprained MCL in right knee (out for season),2008,2017,C-F,1-Jul,245,1988-04-28,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5070,2016-05-01,Hornets,Tyler Hansbrough,back spasms (out for season),2010,2016,F,9-Jun,250,1985-11-03,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5071,2016-05-07,Heat,Hassan Whiteside,sprained MCL in right knee (out for season),2011,2018,C,Jul-00,265,1989-06-13,Marshall University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5072,2016-05-09,Hornets,Kemba Walker,surgery on left knee to repair torn meniscus (out for season),2012,2018,G,1-Jun,172,1990-05-08,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5073,2016-05-10,Mavericks,Devin Harris,surgery on left big toe and left thumb (out for season),2005,2018,G,3-Jun,192,1983-02-27,University of Wisconsin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5074,2016-05-12,Heat,Luol Deng,bruised left wrist (DTD),2005,2018,F,9-Jun,220,1985-04-16,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5075,2016-05-17,Celtics,Kelly Olynyk,surgery on right shoulder (out indefinitely),2014,2018,C-F,Jul-00,238,1991-04-19,Gonzaga University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5076,2016-06-05,Cavaliers,Kevin Love,concussion (DTD),2009,2018,F,10-Jun,251,1988-09-07,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5077,2016-06-08,Jazz,Alec Burks,arthroscopic surgery on left knee and ankle to remove loose bodies (out indefinitely),2012,2018,G,6-Jun,214,1991-07-20,University of Colorado,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5078,2016-06-15,Warriors,Andrew Bogut,left knee injury (out for season),2006,2018,C,Jul-00,260,1984-11-28,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5079,2016-06-29,Hornets,Frank Kaminsky,surgery to repair air pocket in lung (out indefinitely),2016,2018,F-C,Jul-00,242,1993-04-04,University of Wisconsin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
